,frete,avaliação_cliente,peso_gr,valor_pagamento,tempo_processamento,tempo_espera,entregue_no_prazo
83518,12.79,3,550.0,42.78,2.0,8.0,1
83519,16.79,5,100.0,40.78,2.0,25.0,0
83520,15.1,5,400.0,65.0,1.0,5.0,1
83521,7.78,5,500.0,67.77,0.0,2.0,1
83522,43.34,3,922.0,1087.44,6.0,15.0,0
83528,15.38,4,350.0,105.28,0.0,3.0,1
83529,24.84,1,600.0,64.82,4.0,34.0,0
83530,11.15,5,1500.0,76.15,4.0,5.0,1
83531,17.88,1,1300.0,107.78,4.0,37.0,0
83532,20.67,5,3100.0,60.57,5.0,12.0,0
83533,17.97,5,4338.0,169.87,4.0,17.0,0
83534,24.11,4,350.0,223.19,1.0,17.0,0
83535,38.36,5,3450.0,154.35,5.0,19.0,0
83537,20.05,5,7600.0,425.94,2.0,4.0,1
83538,14.72,2,1450.0,73.71,2.0,6.0,1
83539,57.41,1,6867.0,327.31,11.0,29.0,0
83540,22.85,5,300.0,52.84,3.0,28.0,0
83541,17.48,1,350.0,166.48,1.0,9.0,1
83542,52.95,4,13750.0,186.95,3.0,12.0,0
83543,19.75,3,900.0,589.75,0.0,13.0,0
83544,14.7,3,350.0,149.7,5.0,28.0,0
83551,17.67,5,1000.0,77.66,2.0,11.0,0
83552,13.68,4,1825.0,100.58,0.0,11.0,0
83553,7.46,5,300.0,35.45,1.0,4.0,1
83554,23.55,4,2000.0,923.45,8.0,18.0,0
83555,15.25,5,300.0,74.48,3.0,8.0,1
83558,15.11,3,700.0,54.1,3.0,9.0,1
83559,23.13,5,5850.0,102.13,0.0,6.0,1
83560,15.11,4,900.0,55.01,4.0,19.0,0
83561,22.83,4,6550.0,151.83,1.0,7.0,1
83562,13.78,3,3400.0,82.68,0.0,2.0,1
83563,14.57,4,400.0,71.56,4.0,10.0,1
83564,15.1,3,150.0,32.0,3.0,24.0,0
83565,83.83,1,9400.0,1342.98,4.0,14.0,0
83571,18.92,5,400.0,135.82,1.0,3.0,1
83572,35.91,5,18050.0,284.9,2.0,5.0,1
83573,15.1,5,300.0,35.0,5.0,16.0,0
83574,16.85,4,267.0,266.75,0.0,4.0,1
83575,18.67,5,330.0,100.67,0.0,5.0,1
83576,15.55,4,4381.0,594.55,0.0,23.0,0
83577,18.85,5,5400.0,200.47,1.0,8.0,1
83578,16.19,2,700.0,77.19,4.0,29.0,0
83579,8.72,3,350.0,38.62,9.0,10.0,1
83580,15.58,1,2700.0,133.57,0.0,41.0,0
83582,11.15,5,950.0,68.64,5.0,6.0,1
83583,16.27,5,400.0,89.17,0.0,10.0,1
83584,18.24,5,2725.0,78.14,2.0,11.0,0
83585,8.3,5,350.0,28.29,4.0,5.0,1
83586,21.18,2,350.0,76.17,6.0,19.0,0
83587,14.57,1,1900.0,134.47,12.0,26.0,0
83588,15.0,5,700.0,134.0,4.0,20.0,0
83589,20.68,1,2410.0,760.32,8.0,13.0,0
83593,17.0,4,342.0,231.0,0.0,8.0,1
83594,11.73,5,1050.0,51.63,1.0,4.0,1
83595,6.48,2,200.0,85.74,0.0,3.0,1
83596,19.46,2,150.0,85.74,0.0,3.0,1
83598,8.72,3,525.0,122.84,3.0,4.0,1
83602,17.54,3,2550.0,107.44,15.0,21.0,0
83603,28.62,5,100.0,123.59,0.0,8.0,1
83604,1.97,5,233.0,123.59,0.0,8.0,1
83605,9.28,1,800.0,59.18,0.0,8.0,1
83606,10.83,5,1110.0,129.24,0.0,7.0,1
83608,9.34,4,600.0,21.34,1.0,3.0,1
83609,35.79,5,2000.0,102.79,1.0,13.0,0
83610,8.27,3,2300.0,78.17,10.0,12.0,0
83611,16.17,5,700.0,75.17,1.0,14.0,0
83612,15.4,5,150.0,58.19,3.0,7.0,1
83613,16.61,5,1050.0,76.51,1.0,6.0,1
83614,11.27,5,600.0,106.17,0.0,4.0,1
83615,19.18,5,800.0,478.18,1.0,14.0,0
83616,19.94,4,10100.0,119.94,5.0,13.0,0
83617,24.32,4,1250.0,223.32,2.0,12.0,0
83618,19.8,5,8150.0,719.79,3.0,6.0,1
83619,9.27,1,675.0,143.8,1.0,4.0,1
83625,15.11,5,450.0,50.1,1.0,17.0,0
83626,18.55,5,286.0,82.97,3.0,10.0,1
83627,15.23,1,300.0,45.22,3.0,28.0,0
83628,16.79,2,200.0,48.69,7.0,16.0,0
83629,19.65,5,200.0,78.64,4.0,15.0,0
83630,12.79,5,350.0,38.35,6.0,10.0,1
83631,11.85,5,450.0,61.75,2.0,11.0,0
83632,62.49,5,14600.0,312.39,2.0,17.0,0
83633,18.02,5,1800.0,127.92,0.0,15.0,0
83634,40.79,1,14500.0,813.44,6.0,9.0,1
83637,8.72,5,250.0,32.42,4.0,5.0,1
83638,13.31,4,2750.0,158.21,0.0,6.0,1
83640,13.37,5,1650.0,63.27,2.0,6.0,1
83641,18.09,5,1150.0,137.99,2.0,11.0,0
83642,36.11,1,650.0,149.11,1.0,40.0,0
83644,15.1,5,850.0,160.5,3.0,9.0,1
83647,13.6,5,600.0,51.2,0.0,3.0,1
83648,14.1,4,250.0,54.0,3.0,11.0,0
83649,8.5,1,210.0,194.8,4.0,8.0,1
83651,11.74,5,3000.0,56.64,2.0,9.0,1
83652,25.91,3,150.0,115.91,4.0,24.0,0
83653,11.85,5,185.0,55.05,1.0,4.0,1
83654,22.99,5,2300.0,161.51,1.0,6.0,1
83655,15.62,5,4750.0,53.51,5.0,9.0,1
83656,15.62,5,4750.0,72.01,5.0,9.0,1
83657,25.74,3,700.0,224.74,1.0,13.0,0
83658,7.75,1,200.0,32.65,2.0,4.0,1
83659,15.17,5,600.0,75.07,0.0,7.0,1
83660,10.96,5,88.0,49.96,0.0,11.0,0
83661,46.64,1,400.0,445.64,6.0,37.0,0
83662,17.67,3,6650.0,77.64,0.0,8.0,1
83663,10.96,4,200.0,45.95,1.0,14.0,0
83664,42.76,4,500.0,147.66,12.0,25.0,0
83665,13.97,5,380.0,139.94,1.0,6.0,1
83667,39.29,1,1950.0,288.29,6.0,49.0,0
83668,27.38,5,1200.0,177.28,10.0,13.0,0
83669,104.73,5,2533.0,1054.63,1.0,22.0,0
83670,21.01,5,1640.0,119.81,2.0,14.0,0
83671,15.11,5,350.0,45.0,3.0,9.0,1
83672,21.91,5,1767.0,140.91,0.0,7.0,1
83674,23.2,5,550.0,111.2,3.0,12.0,0
83675,12.28,5,4000.0,251.28,5.0,10.0,1
83676,12.69,1,630.0,56.04,6.0,14.0,0
83677,9.94,5,875.0,69.94,1.0,4.0,1
83678,17.87,1,7000.0,106.87,7.0,33.0,0
83679,14.1,5,300.0,39.09,5.0,14.0,0
83680,15.7,5,1250.0,105.6,0.0,3.0,1
83681,15.01,5,9750.0,215.01,3.0,4.0,1
83682,11.82,3,3225.0,73.72,8.0,12.0,0
83683,12.33,5,563.0,130.33,0.0,9.0,1
83684,15.79,5,444.0,164.79,1.0,15.0,0
83685,18.27,5,150.0,73.27,2.0,7.0,1
83686,60.62,5,19200.0,447.62,1.0,2.0,1
83687,19.66,5,1000.0,79.65,1.0,14.0,0
83688,30.73,5,12000.0,260.73,2.0,5.0,1
83689,16.6,5,304.0,136.5,1.0,9.0,1
83690,14.34,1,350.0,99.33,3.0,9.0,1
83691,22.31,3,150.0,77.21,13.0,20.0,0
83692,15.61,3,350.0,80.6,7.0,34.0,0
83694,11.85,4,300.0,39.84,1.0,13.0,0
83695,57.38,5,12000.0,477.28,4.0,10.0,1
83696,12.69,5,900.0,35.31,0.0,6.0,1
83697,17.6,4,650.0,66.5,4.0,8.0,1
83698,50.86,4,200.0,70.85,1.0,11.0,0
83699,15.34,4,1025.0,80.84,3.0,7.0,1
83700,21.66,5,400.0,144.65,5.0,12.0,0
83701,8.11,4,250.0,42.41,9.0,15.0,0
83702,7.51,5,100.0,42.51,2.0,3.0,1
83703,15.1,5,1029.0,53.0,2.0,6.0,1
83704,16.67,5,7000.0,76.57,0.0,22.0,0
83705,28.98,5,2300.0,257.98,1.0,5.0,1
83707,19.25,5,150.0,99.15,4.0,22.0,0
83708,26.29,5,140.0,170.7,2.0,21.0,0
83709,27.24,5,1840.0,137.14,3.0,14.0,0
83710,23.08,5,417.0,74.08,10.0,18.0,0
83712,18.09,4,1350.0,137.99,4.0,14.0,0
83713,12.84,5,250.0,116.22,3.0,6.0,1
83716,16.58,5,850.0,211.58,0.0,5.0,1
83717,25.5,5,16550.0,119.5,6.0,9.0,1
83718,8.72,1,500.0,58.62,3.0,6.0,1
83719,93.52,5,1000.0,284.73,6.0,7.0,1
83720,11.69,5,550.0,284.73,6.0,7.0,1
83722,14.79,5,1600.0,83.79,3.0,6.0,1
83723,14.35,1,1225.0,230.25,2.0,22.0,0
83724,12.75,4,1400.0,95.5,2.0,7.0,1
83726,15.1,3,350.0,60.0,2.0,18.0,0
83727,15.1,3,300.0,60.0,2.0,18.0,0
83728,21.6,5,1500.0,158.6,1.0,7.0,1
83729,7.71,5,150.0,47.61,3.0,4.0,1
83730,18.23,1,200.0,134.46,4.0,11.0,0
83732,8.62,4,1025.0,74.12,0.0,1.0,1
83733,15.79,5,200.0,0.36,3.0,13.0,0
83734,15.79,5,200.0,55.42,3.0,13.0,0
83735,16.27,5,250.0,215.27,2.0,11.0,0
83736,17.0,5,250.0,52.0,1.0,11.0,0
83737,12.85,3,1150.0,111.85,4.0,11.0,0
83738,29.34,4,1500.0,164.24,0.0,14.0,0
83739,11.42,5,1050.0,68.32,0.0,3.0,1
83740,16.11,4,350.0,45.61,3.0,31.0,0
83741,20.26,5,2200.0,130.26,1.0,8.0,1
83742,17.24,1,2300.0,150.14,6.0,44.0,0
83743,24.94,4,2238.0,319.94,2.0,23.0,0
83744,17.93,5,700.0,139.7,3.0,21.0,0
83746,7.39,5,350.0,20.29,0.0,3.0,1
83747,13.46,5,1550.0,67.36,2.0,4.0,1
83748,25.67,5,2200.0,185.57,15.0,30.0,0
83749,16.14,5,335.0,215.14,1.0,16.0,0
83750,15.71,5,333.0,152.61,1.0,11.0,0
83751,28.14,5,2800.0,343.54,6.0,13.0,0
83753,12.55,5,1500.0,343.54,6.0,13.0,0
83754,15.42,5,400.0,111.42,1.0,8.0,1
83755,11.85,5,200.0,5.27,0.0,7.0,1
83756,11.85,5,200.0,19.48,0.0,7.0,1
83757,10.96,3,300.0,33.36,12.0,15.0,0
83758,17.74,4,1050.0,87.73,1.0,6.0,1
83759,7.78,5,300.0,72.68,4.0,7.0,1
83760,16.57,5,1300.0,70.47,4.0,8.0,1
83761,18.97,5,200.0,142.87,11.0,18.0,0
83762,29.01,5,4267.0,116.0,3.0,11.0,0
83763,12.48,5,500.0,152.38,1.0,8.0,1
83764,137.6,1,17600.0,726.6,3.0,32.0,0
83765,7.5,5,225.0,42.4,0.0,1.0,1
83767,23.57,4,1650.0,133.47,2.0,7.0,1
83768,7.39,4,4900.0,129.56,11.0,12.0,0
83773,19.47,3,235.0,127.91,3.0,5.0,1
83774,0.65,3,117.0,127.91,3.0,5.0,1
83775,26.66,5,2800.0,286.66,0.0,7.0,1
83776,12.46,5,1250.0,192.36,1.0,3.0,1
83777,15.39,1,250.0,105.38,5.0,31.0,0
83778,16.68,5,400.0,334.34,2.0,8.0,1
83780,13.18,5,9500.0,101.78,11.0,12.0,0
83781,15.37,3,430.0,2.67,2.0,4.0,1
83782,15.37,3,430.0,12.8,2.0,4.0,1
83786,15.17,5,175.0,75.16,1.0,12.0,0
83787,23.51,3,1650.0,124.5,0.0,10.0,1
83788,13.87,4,1900.0,198.77,3.0,5.0,1
83789,16.73,1,700.0,85.73,1.0,35.0,0
83790,17.06,5,1000.0,3.05,1.0,8.0,1
83791,17.06,5,1000.0,43.91,1.0,8.0,1
83792,15.3,5,200.0,43.2,8.0,12.0,0
83793,12.79,5,250.0,61.38,2.0,7.0,1
83795,8.72,1,50.0,33.71,0.0,7.0,1
83796,11.98,5,1400.0,71.88,4.0,8.0,1
83797,17.94,4,400.0,165.25,2.0,11.0,0
83798,11.85,5,8050.0,69.5,2.0,8.0,1
83801,12.43,1,3575.0,46.43,0.0,7.0,1
83802,115.15,5,19000.0,514.15,1.0,9.0,1
83803,18.0,5,1000.0,107.99,0.0,8.0,1
83806,7.78,1,150.0,47.77,1.0,3.0,1
83807,29.48,5,4500.0,329.38,5.0,15.0,0
83808,25.13,1,18800.0,1075.74,4.0,12.0,0
83809,7.78,5,150.0,37.77,5.0,7.0,1
83810,18.37,3,1500.0,178.27,3.0,12.0,0
83811,13.66,4,550.0,202.66,1.0,18.0,0
83812,16.6,1,304.0,136.5,3.0,34.0,0
83813,38.67,4,792.0,198.57,6.0,13.0,0
83814,9.34,5,650.0,26.24,2.0,4.0,1
83815,33.99,4,4950.0,203.89,0.0,16.0,0
83816,19.0,5,427.0,207.8,3.0,16.0,0
83817,19.0,5,431.0,207.8,3.0,16.0,0
83818,17.07,1,200.0,106.97,1.0,9.0,1
83819,9.32,1,300.0,188.75,2.0,5.0,1
83820,18.64,1,200.0,188.75,2.0,5.0,1
83821,3.33,1,4600.0,188.75,2.0,5.0,1
83822,9.32,1,200.0,188.75,2.0,5.0,1
83824,17.67,5,1750.0,66.67,2.0,15.0,0
83825,27.79,5,250.0,386.79,1.0,24.0,0
83826,15.23,5,175.0,26.78,4.0,10.0,1
83827,16.15,3,8550.0,71.75,3.0,25.0,0
83828,12.81,5,450.0,104.43,0.0,8.0,1
83831,19.03,5,350.0,184.03,0.0,16.0,0
83832,19.13,5,8650.0,198.13,2.0,24.0,0
83833,23.84,4,1850.0,171.84,0.0,6.0,1
83834,15.28,5,150.0,90.28,3.0,17.0,0
83838,11.85,4,350.0,36.75,4.0,14.0,0
83839,22.28,5,150.0,72.18,1.0,7.0,1
83840,17.66,4,575.0,76.56,5.0,14.0,0
83841,18.41,5,1350.0,137.41,2.0,7.0,1
83842,27.17,5,600.0,117.16,1.0,8.0,1
83843,15.1,1,175.0,28.0,6.0,17.0,0
83844,11.92,4,250.0,35.9,0.0,2.0,1
83845,11.92,4,250.0,35.92,0.0,2.0,1
83846,7.39,5,600.0,22.66,0.0,2.0,1
83847,36.6,5,533.0,186.5,1.0,19.0,0
83848,43.68,5,450.0,279.58,5.0,33.0,0
83849,9.06,5,700.0,38.05,0.0,2.0,1
83850,13.78,5,1650.0,122.78,2.0,14.0,0
83851,16.22,2,200.0,345.39,7.0,13.0,0
83852,16.22,2,200.0,103.05,7.0,13.0,0
83855,7.78,4,500.0,37.77,1.0,2.0,1
83856,22.36,4,2600.0,92.26,1.0,23.0,0
83857,36.37,4,533.0,186.27,1.0,12.0,0
83859,15.1,5,150.0,39.6,5.0,19.0,0
83860,9.23,5,10700.0,476.99,0.0,6.0,1
83861,8.77,5,11100.0,476.99,0.0,6.0,1
83862,28.9,4,3008.0,99.87,11.0,27.0,0
83863,21.78,4,1050.0,121.68,4.0,11.0,0
83865,16.18,2,500.0,76.08,4.0,17.0,0
83866,12.54,2,1550.0,131.54,1.0,2.0,1
83867,7.39,5,250.0,57.19,10.0,11.0,0
83868,15.74,2,2444.0,155.64,2.0,19.0,0
83869,19.53,4,800.0,67.43,1.0,7.0,1
83870,26.7,5,11467.0,913.7,3.0,19.0,0
83871,18.99,5,100.0,168.64,1.0,11.0,0
83872,10.96,5,150.0,30.86,1.0,6.0,1
83873,12.83,5,250.0,112.82,0.0,8.0,1
83874,13.37,5,1650.0,63.27,5.0,9.0,1
83875,15.1,4,200.0,96.0,0.0,6.0,1
83878,32.71,4,12750.0,272.71,5.0,10.0,1
83879,19.37,5,900.0,44.87,1.0,8.0,1
83880,9.27,4,500.0,76.34,5.0,11.0,0
83882,31.15,3,12500.0,216.15,4.0,6.0,1
83883,17.92,5,617.0,64.82,1.0,16.0,0
83884,34.2,1,7513.0,154.14,9.0,15.0,0
83885,29.24,4,1000.0,149.14,6.0,20.0,0
83886,17.63,5,125.0,187.53,9.0,15.0,0
83887,18.39,5,300.0,297.39,2.0,4.0,1
83888,7.58,1,250.0,52.58,1.0,2.0,1
83889,8.64,5,200.0,33.54,3.0,4.0,1
83890,16.99,1,600.0,54.2,1.0,6.0,1
83891,13.21,1,700.0,54.2,1.0,6.0,1
83892,16.64,5,9225.0,71.64,5.0,18.0,0
83893,10.66,5,200.0,55.56,4.0,9.0,1
83894,14.35,4,1000.0,204.25,6.0,10.0,1
83895,13.82,4,1800.0,128.72,8.0,14.0,0
83896,14.68,4,2300.0,233.68,0.0,4.0,1
83897,9.49,5,1000.0,105.49,2.0,2.0,1
83898,18.23,5,260.0,106.44,0.0,17.0,0
83900,13.4,5,1550.0,67.3,4.0,18.0,0
83901,15.1,5,113.0,32.09,2.0,7.0,1
83902,18.27,5,100.0,43.17,1.0,8.0,1
83904,18.3,5,1475.0,168.2,1.0,13.0,0
83905,83.61,5,5650.0,333.51,3.0,9.0,1
83906,31.21,4,3600.0,581.11,4.0,19.0,0
83907,12.64,5,1383.0,110.13,1.0,8.0,1
83908,33.08,5,9000.0,132.08,2.0,8.0,1
83909,12.76,2,350.0,6.39,8.0,18.0,0
83910,12.76,2,350.0,46.36,8.0,18.0,0
83911,9.91,5,1600.0,140.91,3.0,5.0,1
83912,8.63,5,190.0,204.53,0.0,2.0,1
83913,20.4,5,500.0,3.43,1.0,13.0,0
83914,20.4,5,500.0,56.96,1.0,13.0,0
83915,13.43,5,500.0,71.42,1.0,13.0,0
83916,12.73,5,8550.0,68.33,2.0,8.0,1
83917,8.72,5,200.0,19.62,6.0,10.0,1
83918,17.74,5,2525.0,87.64,0.0,10.0,1
83920,12.79,5,375.0,58.69,3.0,11.0,0
83921,16.67,5,1000.0,76.66,1.0,10.0,1
83922,18.25,2,3450.0,238.15,5.0,21.0,0
83923,8.79,3,550.0,93.78,1.0,2.0,1
83924,18.06,3,2250.0,266.12,1.0,13.0,0
83926,11.74,5,4450.0,173.74,4.0,11.0,0
83927,22.76,5,725.0,85.76,3.0,11.0,0
83928,14.78,5,1000.0,265.68,15.0,22.0,0
83929,16.79,5,275.0,42.94,2.0,16.0,0
83930,7.79,5,150.0,75.56,1.0,5.0,1
83931,7.79,5,200.0,75.56,1.0,5.0,1
83932,15.1,3,150.0,35.09,1.0,29.0,0
83933,15.28,5,2050.0,231.18,0.0,7.0,1
83934,51.89,3,4625.0,250.89,2.0,32.0,0
83935,18.23,5,400.0,47.23,1.0,9.0,1
83936,9.42,1,500.0,159.41,0.0,31.0,0
83937,25.63,4,400.0,60.53,8.0,15.0,0
83939,8.79,1,675.0,127.69,3.0,21.0,0
83940,8.79,1,675.0,100.0,3.0,21.0,0
83943,15.4,5,500.0,108.3,2.0,15.0,0
83944,26.25,4,1050.0,551.15,2.0,8.0,1
83945,44.49,1,5950.0,188.29,3.0,23.0,0
83946,7.94,4,300.0,43.84,4.0,7.0,1
83947,15.1,3,850.0,52.0,3.0,20.0,0
83948,19.82,5,3650.0,743.82,0.0,9.0,1
83949,17.74,5,6000.0,87.64,2.0,9.0,1
83950,18.09,3,1800.0,137.99,2.0,8.0,1
83951,15.1,2,100.0,39.6,2.0,10.0,1
83952,13.34,5,533.0,163.24,1.0,16.0,0
83953,37.4,2,200.0,106.9,1.0,8.0,1
83954,30.09,4,12900.0,760.09,1.0,5.0,1
83955,12.86,5,50.0,40.76,0.0,8.0,1
83956,11.43,5,2000.0,69.43,0.0,2.0,1
83957,8.72,2,450.0,61.71,10.0,13.0,0
83958,16.82,5,1950.0,186.72,0.0,2.0,1
83959,14.2,2,667.0,183.1,2.0,7.0,1
83960,18.0,1,5508.0,76.9,1.0,11.0,0
83961,23.77,1,2555.0,187.43,1.0,4.0,1
83962,23.77,1,800.0,187.43,1.0,4.0,1
83963,57.42,1,1475.0,150.92,3.0,38.0,0
83964,14.45,5,210.0,114.32,4.0,5.0,1
83965,26.89,5,800.0,62.89,1.0,15.0,0
83966,15.24,4,550.0,85.14,1.0,14.0,0
83967,9.28,5,1613.0,84.28,7.0,15.0,0
83968,17.92,4,300.0,57.82,6.0,13.0,0
83969,12.83,3,800.0,82.73,2.0,13.0,0
83970,19.25,4,1100.0,99.15,0.0,13.0,0
83971,90.25,5,12800.0,1367.75,3.0,13.0,0
83972,22.37,3,2100.0,392.37,0.0,9.0,1
83973,19.61,4,1250.0,79.61,0.0,8.0,1
83974,15.1,5,200.0,49.4,4.0,21.0,0
83975,7.39,5,800.0,94.58,2.0,10.0,1
83977,10.96,5,200.0,35.95,5.0,8.0,1
83978,9.76,2,950.0,144.76,1.0,3.0,1
83979,37.4,5,2300.0,2337.4,0.0,3.0,1
83980,11.85,1,167.0,57.58,4.0,7.0,1
83981,11.17,5,588.0,91.07,3.0,7.0,1
83982,18.8,4,1400.0,98.8,5.0,25.0,0
83983,8.35,5,200.0,237.34,1.0,4.0,1
83984,8.35,5,150.0,237.34,1.0,4.0,1
83985,11.85,4,75.0,75.68,2.0,7.0,1
83987,18.23,5,150.0,39.13,1.0,13.0,0
83988,26.99,5,2200.0,104.99,0.0,21.0,0
83989,15.23,5,350.0,84.23,4.0,10.0,1
83990,13.71,5,825.0,52.71,3.0,6.0,1
83991,14.52,5,400.0,36.25,6.0,13.0,0
83992,15.1,1,800.0,94.04,1.0,8.0,1
83994,15.24,3,700.0,168.48,1.0,14.0,0
83996,11.9,5,250.0,68.89,2.0,4.0,1
83997,15.1,4,250.0,45.09,2.0,11.0,0
83998,17.48,4,1750.0,127.38,1.0,12.0,0
83999,15.36,5,1700.0,165.26,1.0,7.0,1
84000,15.24,5,350.0,34.57,2.0,7.0,1
84001,20.33,5,900.0,319.33,5.0,17.0,0
84002,16.11,1,500.0,46.11,4.0,45.0,0
84003,14.22,5,5700.0,313.22,1.0,7.0,1
84004,18.11,1,1000.0,428.02,2.0,13.0,0
84006,13.71,5,180.0,98.71,2.0,5.0,1
84007,27.38,3,1400.0,147.28,11.0,27.0,0
84008,24.84,5,175.0,48.74,6.0,14.0,0
84009,12.83,5,1200.0,82.21,1.0,6.0,1
84010,12.83,5,1200.0,0.52,1.0,6.0,1
84011,7.53,5,283.0,124.34,7.0,8.0,1
84012,9.91,5,300.0,124.34,7.0,8.0,1
84013,22.85,3,900.0,372.75,0.0,15.0,0
84014,7.93,5,300.0,102.93,5.0,6.0,1
84015,23.34,5,4750.0,106.68,9.0,14.0,0
84017,45.19,5,9750.0,298.32,6.0,15.0,0
84019,18.23,5,550.0,64.13,3.0,6.0,1
84021,15.27,5,1330.0,211.17,5.0,27.0,0
84022,58.27,1,11600.0,574.54,3.0,11.0,0
84024,16.11,5,600.0,66.01,1.0,9.0,1
84025,19.37,1,350.0,84.36,3.0,10.0,1
84026,14.94,5,282.0,184.84,6.0,10.0,1
84027,15.1,5,7850.0,40.0,0.0,6.0,1
84028,20.35,5,1950.0,179.35,5.0,17.0,0
84029,16.95,5,4475.0,116.94,0.0,14.0,0
84030,17.6,5,1250.0,55.1,4.0,15.0,0
84031,12.79,5,1110.0,62.78,6.0,11.0,0
84032,18.31,4,150.0,48.21,1.0,8.0,1
84033,16.75,4,200.0,445.75,3.0,10.0,1
84034,23.68,5,1800.0,149.58,0.0,5.0,1
84035,13.25,5,1050.0,113.15,2.0,6.0,1
84036,15.93,4,475.0,268.66,1.0,4.0,1
84038,18.43,5,250.0,96.43,0.0,8.0,1
84040,11.89,4,500.0,67.79,2.0,6.0,1
84041,14.15,4,400.0,71.14,4.0,7.0,1
84042,11.17,5,400.0,91.07,7.0,9.0,1
84044,15.7,4,925.0,85.6,5.0,18.0,0
84045,16.36,3,342.0,246.26,13.0,41.0,0
84047,17.74,4,5950.0,87.64,1.0,7.0,1
84048,16.26,4,1383.0,106.16,3.0,11.0,0
84049,20.59,5,450.0,376.49,0.0,7.0,1
84050,108.92,5,16133.0,288.82,9.0,29.0,0
84051,15.23,3,150.0,28.88,1.0,21.0,0
84052,15.1,5,200.0,51.1,3.0,17.0,0
84053,14.98,1,138.0,261.96,0.0,7.0,1
84058,12.19,5,480.0,110.19,10.0,12.0,0
84059,12.6,3,200.0,42.5,11.0,15.0,0
84060,15.91,5,704.0,115.9,0.0,7.0,1
84061,9.14,4,500.0,121.14,1.0,2.0,1
84062,22.09,5,175.0,77.08,0.0,4.0,1
84063,14.1,5,300.0,44.09,3.0,9.0,1
84064,12.76,5,600.0,72.66,3.0,12.0,0
84065,17.63,5,100.0,39.62,3.0,14.0,0
84066,17.72,1,1400.0,84.62,3.0,40.0,0
84067,11.73,5,300.0,32.72,2.0,4.0,1
84068,23.66,1,1000.0,302.66,4.0,38.0,0
84069,96.2,5,12250.0,296.1,9.0,21.0,0
84070,8.29,5,600.0,42.14,2.0,4.0,1
84071,7.89,4,300.0,86.39,1.0,12.0,0
84072,14.1,4,100.0,39.0,0.0,18.0,0
84073,15.1,1,150.0,106.0,5.0,34.0,0
84075,15.16,4,500.0,6.25,5.0,8.0,1
84077,15.16,4,500.0,36.21,5.0,8.0,1
84078,15.16,4,500.0,31.7,5.0,8.0,1
84079,16.11,4,600.0,198.03,0.0,10.0,1
84082,15.62,4,1000.0,74.62,1.0,9.0,1
84084,7.78,4,200.0,36.77,1.0,7.0,1
84085,74.0,5,10500.0,161.8,1.0,13.0,0
84086,7.47,5,150.0,37.46,1.0,2.0,1
84087,16.89,5,200.0,50.0,5.0,19.0,0
84088,16.89,5,200.0,31.89,5.0,19.0,0
84089,15.79,5,200.0,45.69,4.0,18.0,0
84090,9.09,5,200.0,33.99,3.0,4.0,1
84091,11.85,3,400.0,33.75,2.0,5.0,1
84092,13.11,5,10225.0,153.01,4.0,7.0,1
84093,12.69,5,650.0,123.38,1.0,5.0,1
84095,13.82,5,1150.0,97.44,0.0,6.0,1
84097,19.04,4,169.0,59.04,2.0,10.0,1
84098,24.62,4,6038.0,264.52,0.0,2.0,1
84099,21.02,5,2600.0,96.02,2.0,15.0,0
84100,14.1,3,150.0,44.09,0.0,26.0,0
84101,14.43,5,200.0,64.42,1.0,12.0,0
84102,9.2,2,900.0,94.4,0.0,7.0,1
84104,86.96,1,13350.0,262.86,12.0,22.0,0
84106,18.48,5,3973.0,102.38,3.0,26.0,0
84107,31.55,3,10750.0,160.55,1.0,16.0,0
84108,19.18,5,122.0,205.18,0.0,7.0,1
84110,44.31,5,16050.0,136.31,3.0,10.0,1
84111,15.83,4,1600.0,124.83,0.0,5.0,1
84112,21.61,5,2438.0,181.51,5.0,11.0,0
84113,19.04,5,350.0,53.04,0.0,12.0,0
84114,15.1,5,150.0,65.0,7.0,15.0,0
84115,22.37,5,645.0,831.37,3.0,12.0,0
84116,13.74,5,353.0,101.64,2.0,9.0,1
84117,17.92,4,6600.0,186.92,1.0,4.0,1
84118,35.95,5,4417.0,535.94,1.0,11.0,0
84119,16.45,5,700.0,85.45,1.0,5.0,1
84120,19.04,3,200.0,26.94,2.0,14.0,0
84121,30.11,5,700.0,153.1,0.0,7.0,1
84123,11.78,5,850.0,93.78,0.0,1.0,1
84124,21.39,4,550.0,106.38,1.0,21.0,0
84125,21.48,5,2100.0,163.48,3.0,9.0,1
84126,26.59,5,1683.0,99.54,2.0,10.0,1
84127,14.1,4,275.0,26.09,7.0,15.0,0
84128,18.0,4,7000.0,107.0,2.0,23.0,0
84129,17.16,5,1600.0,147.15,1.0,7.0,1
84130,17.93,4,4083.0,177.83,0.0,5.0,1
84131,21.02,5,5750.0,96.02,0.0,8.0,1
84132,19.81,4,675.0,139.71,3.0,10.0,1
84133,19.95,5,12250.0,249.95,4.0,8.0,1
84134,25.38,5,300.0,60.37,2.0,15.0,0
84135,19.4,4,1200.0,119.39,0.0,4.0,1
84136,24.12,5,1850.0,244.82,1.0,10.0,1
84137,15.23,5,100.0,35.13,1.0,8.0,1
84138,15.8,1,650.0,164.74,2.0,10.0,1
84139,10.96,1,1160.0,164.74,2.0,10.0,1
